#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
57759	214	132	1225	366	1297	291	130	1206	833	503	192	219	798	918	546	214	579	856
810167	1361	394	559	756	1310	515	520	586	461	616	670	432	1116	1463	555	593	1116	915
1134692	968	764	981	1056	1732	1160	299	319	445	469	452	413	650	710	537	678	599	594
546343	11	4	8	0	3	22	9	5	4	7	1	8	3	2	12	2	2	6
48487	390	431	234	262	32	926	290	238	245	442	195	222	333	133	297	264	140	202
940737	1888	1219	2416	2190	3032	1840	679	504	1216	1259	974	641	1316	1577	841	1134	1528	1212
816587	45	81	44	63	30	44	62	80	63	66	76	102	68	51	82	52	53	65
827300	4	0	2	1	0	3	4	0	1	1	4	2	1	0	0	2	1	1
590960	133	98	90	123	73	196	87	66	100	134	123	145	62	179	132	329	169	80
694269	140	359	197	117	98	139	163	187	149	149	191	153	206	313	196	285	371	211
547806	506	1259	548	555	467	601	494	497	396	604	798	492	917	788	925	565	729	575
688259	313	330	291	381	101	376	275	362	363	272	328	251	403	327	368	295	484	315
1068902	41	64	140	59	59	49	15	38	34	30	22	31	49	35	53	43	23	43
240452	145	149	217	192	154	129	117	85	162	146	171	141	173	208	201	182	194	223
558740	84	100	99	90	120	88	103	77	62	67	117	77	82	87	86	77	95	83
254401	217	222	245	194	257	251	139	83	97	105	165	121	142	197	129	144	161	169
578786	142	127	37	60	44	102	515	203	285	299	144	569	46	20	78	47	32	78
2200131	302	337	288	346	543	367	467	369	242	411	340	181	418	492	499	408	314	374
1125991	10	8	1	3	0	5	4	5	2	10	5	6	1	4	3	1	3	7
674370	5	0	7	8	11	0	2	6	1	4	1	4	3	4	1	1	3	4
140229	50	127	100	119	77	74	84	99	74	85	73	82	77	68	106	75	79	92
254116	501	667	627	447	537	595	603	468	404	412	578	546	471	464	552	562	476	579
1106130	521	518	628	427	202	371	376	628	1621	830	535	546	682	773	603	1384	600	581
261435	48	35	45	30	15	44	71	44	46	49	57	76	37	37	46	22	51	50
364617	1	2	2	10	0	0	0	1	1	1	2	1	0	0	0	1	0	1
4310319	287	403	1217	586	104	161	523	417	431	303	411	269	544	226	500	419	258	1008
2364698	4	0	0	1	1	0	6	1	1	1	0	2	0	1	1	1	0	5
136377	19	26	50	30	100	34	24	29	26	38	26	20	42	70	23	13	41	24
854050	38	25	14	29	39	32	75	31	64	58	31	87	16	7	25	23	29	42
4422734	22	17	22	40	24	18	26	17	13	16	15	14	16	16	16	25	15	22
4370738	64	25	97	99	80	68	28	36	127	76	53	62	72	120	91	96	79	94
4354368	21	18	7	23	3	9	45	37	49	50	67	14	30	85	58	52	21	37
3053045	15	0	0	0	0	0	1	2	0	2	1	1	9	0	0	0	0	0
99951	1	1	0	0	0	10	0	1	0	0	0	2	0	0	0	0	0	0
711809	51	50	108	94	147	98	35	33	43	46	48	55	45	78	37	75	94	75
4093080	1	7	7	3	1	2	6	4	2	1	3	3	1	1	6	5	3	4
615362	2	1	1	3	1	3	2	0	2	1	2	1	1	0	5	4	3	1
248618	197	202	310	240	226	218	255	151	145	170	183	214	154	176	232	162	161	205
731707	26	19	16	3	2	4	11	8	20	6	9	13	13	2	8	9	24	13
560146	3	0	1	1	0	0	0	0	1	1	0	1	0	2	3	1	0	1
825474	20	31	71	56	27	21	31	33	38	13	24	25	36	35	45	24	25	33
1616780	1	0	0	0	0	1	0	2	0	0	0	1	0	0	3	0	1	0
1134925	15	62	26	5	0	3	6	9	11	12	3	7	40	10	8	19	1	10
246240	770	620	705	815	975	963	337	276	451	466	463	398	620	686	582	659	602	590
1135768	539	434	853	850	1149	807	579	436	998	970	786	633	997	1723	974	1154	1158	739
336298	222	234	493	254	137	208	152	223	579	274	217	172	399	271	229	295	786	338
287179	51	40	87	63	84	64	38	43	65	51	51	38	37	67	73	62	54	70
436590	111	141	186	126	168	127	164	117	117	113	123	144	104	107	177	163	120	164
4151701	6	6	3	3	7	1	8	0	5	2	6	3	3	3	4	4	5	3
849156	122	81	118	113	104	139	13	23	28	34	26	18	54	63	36	42	43	42
529762	20	21	22	7	8	9	21	24	21	18	10	22	26	10	25	9	9	9
1049387	156	105	105	132	180	117	94	135	118	141	253	111	100	90	182	125	122	105
12978	274	646	480	235	296	247	306	308	239	153	290	367	564	357	313	636	260	347
944197	5	6	0	2	16	25	4	2	1	2	2	10	0	2	16	1	1	1
4296910	108	136	152	85	91	137	182	97	111	105	132	89	76	117	225	70	100	180
974121	38	53	51	57	88	58	165	238	94	515	131	477	30	26	47	48	192	89
273949	28	35	34	36	42	25	27	42	43	50	31	34	70	49	51	46	31	35
901995	5	3	0	3	0	8	8	1	6	2	1	3	0	0	4	3	1	4
141810	18	16	24	7	36	13	12	16	8	6	8	7	6	5	35	14	12	7
4430763	240	209	166	178	107	215	331	197	224	211	278	311	272	263	402	297	298	377
562008	98	96	114	88	49	87	153	92	91	117	118	109	62	154	131	170	123	154
569952	137	94	201	178	328	131	65	35	84	72	79	48	121	188	79	43	152	83
1052930	9	20	16	31	17	15	17	28	25	24	55	42	17	16	19	14	37	28
4412134	65	35	42	87	73	108	33	28	107	101	58	35	138	107	42	63	57	62
952203	110	39	54	119	123	181	17	17	82	31	25	55	85	158	48	62	72	45
857566	25	28	6	9	3	22	42	24	23	18	22	39	13	7	10	19	18	17
4327829	7	8	4	3	9	12	11	9	3	2	11	12	4	2	3	8	11	14
3319380	48	45	40	41	27	40	40	75	50	42	35	53	45	20	71	46	54	81
1042596	2	1	0	1	0	0	3	0	2	1	0	1	3	1	0	2	0	2
4386631	288	306	343	354	439	345	232	178	291	291	343	240	341	534	405	450	308	321
816441	234	231	280	257	116	224	353	254	322	260	316	228	230	367	352	396	257	349
863742	21	28	19	19	16	19	28	28	28	27	27	26	30	29	31	22	13	27
751555	101	142	81	74	62	63	230	144	115	116	117	148	121	105	154	137	82	124
278562	176	52	87	96	284	141	14	10	35	27	20	8	54	54	41	38	69	67
839217	3	5	2	5	4	1	7	25	11	11	11	8	12	2	9	11	7	6
3984866	4	5	3	6	5	10	6	4	4	5	9	7	4	6	6	4	5	3
365415	266	236	168	199	95	191	299	205	223	214	299	315	240	297	310	304	259	301
608919	61	54	89	89	105	47	36	38	45	42	53	42	65	63	69	70	60	80
539871	25	17	17	49	34	22	9	14	27	18	21	12	13	27	21	25	22	21
864304	4	5	5	8	3	8	12	11	3	9	5	9	4	4	3	1	6	9
959590	134	115	144	166	220	143	82	85	73	95	103	72	96	91	92	86	104	108
4433820	3	0	0	1	0	0	2	7	6	1	0	2	1	0	0	5	10	1
903626	66	106	143	178	142	141	63	45	75	71	83	53	84	141	83	112	166	56
506057	94	84	142	133	108	108	68	48	107	70	95	134	79	217	88	302	66	84
554420	91	216	205	92	88	115	131	144	208	125	175	113	154	235	182	197	143	209
336364	335	353	670	738	995	639	191	169	269	268	395	267	324	568	237	248	513	274
3579424	84	20	29	44	28	37	5	3	13	12	5	4	11	14	13	10	19	13
4349251	4	3	3	0	1	0	6	2	7	10	2	6	4	4	4	7	5	6
4170464	4	0	3	12	3	3	1	2	1	3	2	4	6	3	3	5	4	9
834418	26	39	24	13	8	7	26	21	16	27	22	24	19	21	26	13	9	34
4373617	128	96	133	55	141	116	196	123	117	130	174	180	149	222	304	207	232	258
17991	340	757	342	426	262	515	288	429	626	376	532	384	563	312	413	414	731	497
4447334	2	1	1	1	0	1	2	0	0	0	1	1	0	0	0	1	2	0
849836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895220	17	6	18	13	16	16	19	14	9	14	10	23	6	12	7	11	9	9
224825	43	37	42	38	45	48	29	25	29	37	32	38	40	43	62	50	41	34
241533	90	101	77	85	40	35	120	64	49	45	77	86	60	50	57	47	22	84
107275	3	1	1	8	2	0	0	2	0	4	2	3	3	3	0	2	1	0
1088254	66	68	98	97	70	62	45	49	65	27	45	40	51	49	76	67	70	44
143130	51	57	13	86	64	150	23	32	43	36	52	39	75	51	53	48	55	35
811122	33	43	32	39	41	37	23	33	47	28	25	27	32	31	29	21	27	21
79085	27	23	19	34	77	29	36	26	40	50	37	30	25	37	59	83	44	27
39735	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
798634	19	7	25	30	17	39	11	9	27	20	17	23	42	25	16	20	33	13
332595	33	26	43	36	26	34	23	32	16	17	27	18	17	30	23	27	26	27
1129297	11	8	4	2	3	9	2	9	12	3	2	4	1	3	2	2	4	5
542933	2	3	3	0	2	0	5	4	3	6	4	1	2	0	6	3	1	4
214611	12	14	7	12	3	16	11	11	8	9	14	8	10	8	9	10	11	17
112992	60	72	43	27	29	45	60	43	41	34	57	54	39	43	74	44	22	54
523542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
